Molecule,Molecule name
O=C1C=C2C(=C3C=C[C@@]4([C@](O)(CC)CC[C@H]4[C@@H]3CC2)CC)CC1,C21H28O2
O=C1C=C2[C@](CC[C@@]3([C@H]2C[C@](C(=O)O)(C)CC3)C)(C)[C@]4([C@H]1[C@@]5([C@H](C([C@@H](O[C@H]6O[C@H](C(=O)O)[C@@H](O)[C@@H]([C@H]6O[C@@H]7O[C@H](C(=O)O)[C@@H](O)[C@@H]([C@H]7O)O)O)CC5)(C)C)CC4)C)C,C42H62O16
O=C(N(C)C)Cc1n2c(ccc(c2)C)nc1-c3ccc(C)cc3,C19H21N3O
O=[N+]([O-])c1c2c(c3cccc(c3c1)OC)c4OCOc4cc2C(=O)O,C17H11NO7
O=C(C(=O)C)C,C4H6O2
N(CCc1c2c(cccc2)[nH]c1)(CCC)CCC,C16H24N2
O=c1c(OC)ccc-2c(c1)[C@@H](NC(=O)C)CCc3c2c(OC)c(OC)c(OC)c3,C22H25NO6
C(CCCCC)CCCC,C10H22
C(CCCCC)CCCCC,C11H24
O1c2c(ccc(c2)CC=C)OC1,C10H10O2
O=C(N)[C@@H]1C=C2c3c4c([nH]cc4C[C@H]2N(C1)C)ccc3,C16H17N3O
O=c1[nH]oc(c1CC(N)C(=O)O)C,C7H10N2O4
O=C(O)[C@H](NC)CC(=O)O,C5H9NO4
O=C1C=C2[C@]([C@H]3[C@@H](O)C[C@]4(C=O)[C@@H](C(=O)CO)CC[C@H]4[C@@H]3CC2)(C)CC1,C21H28O5
O=CC(O)CO,C3H6O3
N#CC#N,C2N2
O=NO,HNO2
O=N[O-],NO2
NCCc1ccccc1,C8H11N
O=C1N(CC(=O)N2[C@@H]1Cc3c4c(cccc4)[nH]c3[C@H]2c5cc6OCOc6cc5)C,C22H19N3O4
C1CC1,C3H6
C1CCCCC1,C6H12
O(c1ccc(CCCCCCCCC)cc1)CCOCCOCCOCCOCCOCCOCCOCCOCCO,C33H60O10
O(C(C)(C)C)C,C5H12O
O=C([O-])CCC,C4H7O2
O1c2c(OC)cc(CC=C)cc2OC1,C11H12O3
N=1C(=C[N]C1)CCN,C5H8N3
N12CN3CN(C1)CN(C2)C3,C6H12N4
O=C(O)[C@]1([C@H]2[C@@]([C@@H]3C(C=C(C(C)C)CC3)=CC2)(CCC1)C)C,C20H30O2
O=[N+](OCCCCC)[O-],C5H11NO3
O=C(O)[O-].[NH4+],CH5NO3
O=C1O[C@@H](C[C@@H](OC(=O)[C@@H](NC=O)CC(C)C)CCCCCCCCCCC)[C@@H]1CCCCCC,C29H53NO5
O=c1[nH][nH]c(=O)c2c1c(N)ccc2,C8H7N3O2
O=C(O)CN(c1c(OCCOc2c(N(CC(=O)O)CC(=O)O)cccc2)cccc1)CC(=O)O,C22H24N2O10
O=[N+]([O-])C12C3([N+](=O)[O-])C4([N+](=O)[O-])C5([N+](=O)[O-])C3([N+](=O)[O-])C1([N+](=O)[O-])C5(C24[N+](=O)[O-])[N+](=O)[O-],C8N8O16
O(C(c1ccccc1)c2ccccc2)CCN(C)C,C17H21NO
O=C1c2c(N(C(=O)N)c3c(C1)cccc3)cccc2,C15H12N2O2
N[C@H]1[C@H](c2ccccc2)C1,C9H11N
C12C3C4C5C3C1C5C24,C8H8
O=C1C=C2[C@@]3(O)[C@@]([C@@H]([C@@H]([C@H](O)CCC(O)(C)C)C)CC3)(CC[C@@H]2[C@@]4([C@H]1C[C@@H](O)[C@H](C4)O)C)C,C27H44O6
O=C(O)C1(N)CC1,C4H7NO2
O=C(O)CNC,C3H7NO2
[O-][n+]1c(nc(N2CCCCC2)cc1N)N,C9H15N5O
O=C(N[C@@H]1C[C@H]2N(C)[C@@H](C1)CCC2)c3nn(C)c4c3cccc4,C18H24N4O
O(c1c(cc(OC)c(c1)CC)CCN)C,C12H19NO2
[nH]1c2c(cccc2)c(c1)CCN,C10H12N2
O=C(c1c(OCC(O)CNCCC)cccc1)CCc2ccccc2,C21H27NO3
O=C(Nc1ccc(OCC)cc1)C,C10H13NO2
O[2H],HOD
Oc1c(cc(C(O)CNC(C)(C)C)cc1)CO,C13H21NO3
C(C=C)=C,C4H6
O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@](C(=O)CC4)(C)CC3)CC2)(C)CC1,C19H26O2
O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@H](O)CC4)CC3)C)CC2)CC1)C,C19H30O2
O=C1C=C2[C@]([C@H]3[C@@H](O)C[C@@]4([C@@H](C(=O)CO)CC[C@H]4[C@@H]3CC2)C)(C)CC1,C21H30O4
O[C@@H]1C/C(/C(=C)CC1)=C\C=C/2\[C@H]3[C@@]([C@@H]([C@@H](CCCC(C)C)C)CC3)(CCC2)C,C27H44O
O[C@@H]1C/C(/C(=C)CC1)=C\C=C/2\[C@H]3[C@@]([C@@H]([C@@H](/C=C/[C@@H](C(C)C)C)C)CC3)(CCC2)C,C28H44O
O=C1[C@@]2([C@H]([C@H]3[C@@H](c4c(cc(O)cc4)CC3)CC2)CC1)C,C18H22O2
N[C@H](Cc1ccccc1)C,C9H13N
O=C1C(OC)=C[C@@H](C)[C@H]2[C@]1([C@H]3C(=O)C(OC)=C(C)[C@H]4[C@@]3([C@H](OC(=O)C4)C2)C)C,C22H28O6
O=C(O)C(N)=C,C3H5NO2
Oc1cc2c(C[C@H]3N(CC=C(C)C)CC[C@@]2([C@H]3C)C)cc1,C19H27NO
O=C(O)CC1(CCCCC1)CN,C9H17NO2
O=NN(C(=O)N)CC,C3H7N3O2
O=Cc1occc1,C5H4O2
N#CC#C,C3HN
OCC(N)(CO)CO,C4H11NO3
Oc1c(cccc1C(C)C)C(C)C,C12H18O
O=C(OCCN(C)C)C(c1ccccc1)C2(O)CCCC2,C17H25NO3
n1(c2c(cccc2)c(c1)C)C,C10H11N
O=C1c2c(O[C@H]3[C@@H]1c4c(OC3)cc(OC)c(c4)OC)c5c(O[C@H](C5)C(=C)C)cc2,C23H22O6
O=C1N(CC(C1(c2ccccc2)c3ccccc3)CCN4CCOCC4)CC,C24H30N2O2
O=C1OC2(c3c(Oc4c2ccc(c4)O)cc(O)cc3)c5c1cccc5,C20H12O5
O(c1ccc(C(C2(O)CCCCC2)CN(C)C)cc1)C,C17H27NO2
O=C([C@@H](O)[C@H](O)[C@@H](O)CO)CO,C6H12O6
O=C(O)C(=O)O,C2H2O4
[nH+]1ccccc1,C5H6N
O(c1c(OC)ccc(c1)C(C#N)(C(C)C)CCCN(CCc2cc(OC)c(OC)cc2)C)C,C27H38N2O4
n1c2N3C(c4ccccc4Cc2ccc1)CN(C)CC3,C17H19N3
Nc1ccc(N)cc1,C6H8N2
O=C1N2[C@H](C(=O)O[C@H]([C@@H](C[C@H]3C[C@@H](OC)[C@H](O)CC3)C)CC(=O)[C@@H](C=C([C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@@H](C=CC=CC=C([C@H](C[C@H]4O[C@](C1=O)(O)[C@@H](CC4)C)OC)C)C)C)C)CCCC2,C51H79NO13
O=C1N2[C@H](C(=O)O[C@H]([C@@H](C[C@H]3C[C@@H](OC)[C@H](OCCO)CC3)C)CC(=O)[C@@H](C=C([C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@@H](C=CC=CC=C([C@H](C[C@H]4O[C@](C1=O)(O)[C@@H](CC4)C)OC)C)C)C)C)CCCC2,C53H83NO14
O=C1OCc2c1c(O)c(c(OC)c2C)C/C=C(/CCC(=O)O)\C,C17H20O6
O=C1C=C2[C@]([C@H]3C(=O)C[C@@]4([C@@](O)(C(=O)CO)CC[C@H]4[C@@H]3CC2)C)(C)C=C1,C21H26O5
O=C(OCC)c1ccc(N)cc1,C9H11NO2
O=C/C=C/c1ccccc1,C9H8O
O=C(N1[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCN=C(N)N)Cc3ccccc3)CCC2)CO)Cc4ccccc4)CCC1)[C@H]5N(C(=O)[C@@H](N)CCCN=C(N)N)CCC5,C50H73N15O11
O=C(O)C(N)CC,C4H9NO2
O=C(O)CCC(=O)CN,C5H9NO3
O=C1[C@@H]([C@@H](/C=C/C[C@@](O)(CCCC)C)[C@@H](C1)O)CCCCCCC(=O)OC,C22H38O5
O=C1c2c(O)cccc2[C@](O)(C)[C@@H]3C1=C(O)[C@]4(O)C(=O)C(=C(O)[C@H]([C@@H]4[C@H]3O)N(C)C)C(=O)N,C22H24N2O9
O=C(O)CCCCCCCCCCCCCCC,C16H32O2
O=C(O)CCCCCCCCCCCCCCCCCCC,C20H40O2
OCCCCC,C5H12O
OCCCCCC,C6H14O
OCCCCCCC,C7H16O
N1(CC=C(c2ccccc2)CC1)C,C12H15N
O=C(OC1(c2ccccc2)CCN(C)CC1)CC,C15H21NO2
C12C(CCCC1)C2,C7H12
o1cccc1,C4H4O
n1c(nc(N)nc1N)N,C3H6N6
O=C(CO)CO,C3H6O3
O=C[C@H](O)[C@H](O)CO,C4H8O4
O=C[C@@H](O)[C@@H](O)CO,C4H8O4
O=C[C@@H](O)[C@H](O)[C@H](O)CO,C5H10O5
O=C(Nc1cc(Nc2nc(-c3cnccc3)ccn2)c(C)cc1)c4ccc(CN5CCN(C)CC5)cc4,C29H31N7O
Oc1c(c(cnc1C)CO)CN,C8H12N2O2
O=CN(/N=C/C)C,C4H8N2O
O(C)C,C2H6O
O=C(O)CC(=O)O,C3H4O4
O=C(OCC)CC(=O)OCC,C7H12O4
O=C1O[C@H](C[C@H]2O[C@@H]([C@H](C(=O)O[C@@H](C[C@@H]3O[C@H]([C@@H](C(=O)O[C@H](C[C@H]4O[C@@H]([C@H](C(O[C@@H](C[C@@H]5O[C@H]([C@@H]1C)CC5)C)=O)C)CC4)C)C)CC3)C)C)CC2)C,C40H64O12
O1OC(OOC1(C)C)(C)C,C6H12O4
O1OC(OOC(OOC1(C)C)(C)C)(C)C,C9H18O6
C1(=C(CCCC1(C)C)C)/C=C/C(=C\C=C\C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)\C)/C,C40H56
C1(=C(CCCC1(C)C)C)/C=C/C(=C\C=C\C(=C/C=C/C=C(/C=C/C=C(\C=CC2C(=CCCC2(C)C)C)/C)\C)\C)/C,C40H56
O=C(Oc1c2OC(C)Cc2ccc1)NC,C11H13NO3
N(CCC=C1c2c(cccc2)CCc3c1cccc3)(C)C,C20H23N
O=[N+](O[N+](=O)[O-])[O-],N2O5
O=C1C[C@H]2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)CC4)(C)CC3)CC2)(C)CC1,C19H30O2
[OH-].[NH4+],H5NO
O=C(O[C@@H]1O[C@@H]([C@@H](O)[C@@H]([C@H]1O)O)CO)[C@]2([C@@H]3[C@]([C@H]4[C@@]5(CC(=C)[C@](C5)(O[C@@H]6O[C@@H]([C@@H](O)[C@@H]([C@H]6O[C@@H]7O[C@@H]([C@@H](O)[C@@H]([C@H]7O)O)CO)O)CO)CC4)CC3)(CCC2)C)C,C38H60O18
O=C(NN)c1ccncc1,C6H7N3O
O1C(C)C1,C3H6O
N1[C@H](CCCC1)CCC,C8H17N
Oc1ccc(CCN)cc1,C8H11NO
O[C@@H](c1ccccc1)[C@@H](N)C,C9H13NO
O=C(c1ccccc1)[C@@H](N)C,C9H11NO
O=C(/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C=C1C(O)(CC(OC(=O)C)CC1(C)C)C)\C)\C)/C)/C)CC23OC2(CC(CC3(C)C)O)C,C42H58O6
O=C(N[C@H]1[C@@H](O)[C@H](n2c3ncnc(c3nc2)N(C)C)O[C@@H]1CO)[C@@H](N)Cc4ccc(OC)cc4,C22H29N7O5
O[C@H](c1ccccc1)[C@@H](N)C,C9H13NO
O=C(Oc1c(cccc1)C(CC)C)NC,C12H17NO2
O=C(OCC)C1(c2ccccc2)CCN(C)CC1,C15H21NO2
O=[N+]([O-])c1ccccc1,C6H5NO2
O=C1c2nc(C(=O)O)cc(c2-c3[nH]c(cc3C1=O)C(=O)O)C(=O)O,C14H6N2O8
O=c1nc([nH]c2c1ncn2COCCO)N,C8H11N5O3
O=C1OC[C@@H]([C@@H]1CC)Cc2n(cnc2)C,C11H16N2O2
O=C(O)[C@@H](NC(=O)CCN)Cc1nc[nH]c1,C9H14N4O3
O=C(O)C(NC(=O)CCN)Cc1nc[nH]c1,C9H14N4O3
O=C1C=C2[C@]([C@H]3[C@@H](O)C[C@@]4([C@@](O)(C(=O)CO)CC[C@H]4[C@@H]3CC2)C)(C)C=C1,C21H28O5
O=C1O[C@@H](C[C@H](C1)O)CC[C@@H]2[C@@H]3C(C=C[C@@H]2C)=C[C@H](C)C[C@@H]3OC(=O)C(CC)(C)C,C25H38O5
O=C(O[C@@H]1[C@H]2C(C=C[C@@H]([C@@H]2CC[C@@H](O)C[C@@H](O)CC(=O)O)C)=C[C@H](C1)O)[C@H](CC)C,C23H36O7
O=C1O[C@@H](C[C@H](C1)O)CC[C@@H]2[C@@H]3C(C=C[C@@H]2C)=C[C@H](C)C[C@@H]3OC(=O)[C@H](CC)C,C24H36O5
O=C(O)/C=C(/C=C/C=C(/C=C/C1=C(CCCC1(C)C)C)\C)\C,C20H28O2
O(c1cc2c(nccc2[C@H](O)[C@@H]3N4C[C@H](C=C)[C@H](C3)CC4)cc1)C,C20H24N2O2
O(c1c(cccc1)C)[C@@H](c2ccccc2)CCNC,C17H21NO
Oc1cc2c([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)[C@@H](C4)O)(C)CC3)CC2)cc1,C18H24O3
c12c3c(ccc1cccc2)cccc3,C14H10
c12c3c4c5c6ccc4ccc3ccc1ccc7c2c5c(cc7)cc6,C24H12
O(OC(OO)(CC)C)C(OO)(CC)C,C8H18O6
ON(CC)CC,C4H11NO
O=C1c2c(C(=O)c3c1cccc3)cccc2,C14H8O2
C(CC)CC,C5H12
O=C1c2c(O)cccc2[C@H](C)[C@@H]3C1=C(O)[C@]4(O)C(=O)C(=C(O)[C@H]([C@@H]4[C@H]3O)N(C)C)C(=O)N.O,C22H26N2O9
O=C(O)CCCCCCC/C=C\CCCCCCCC,C18H34O2
O=C(Oc1c2c(ccc1)cccc2)NC,C12H11NO2
[N+](#N)[C-],CN2
O[C@H]([C@H](O)CO)CO,C4H10O4
O=C1C=C([C@](O)(/C=C/C(=C/C(=O)O)/C)C(C1)(C)C)C,C15H20O4
c12-c(ccccc1)ccc2,C10H8
O=c1nc(N)ccn1[C@@H]2O[C@H](CO)[C@H]([C@@H]2O)O,C9H13N3O5
O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@](C(O)(C#C)CC4)(CC)CC3)CC2)CC1,C21H28O2
O=C1O[C@@H]([C@@](O)([C@H](O)[C@H](N(C[C@@H](C[C@]([C@@H]([C@H]([C@@H]([C@H]1C)O[C@@H]2O[C@H]([C@H](O)[C@@](C2)(OC)C)C)C)O[C@@H]3O[C@@H](C[C@@H]([C@H]3O)N(C)C)C)(O)C)C)C)C)C)CC,C38H72N2O12
O=C1c2c(cccc2)C(C1(O)O)=O,C9H6O4
O=C1N([C@H](C(=O)N)CC)CCC1,C8H14N2O2
O=C1N(CCC1)CC(=O)N,C6H10N2O2
O=C(OC)[C@@H](NC(=O)[C@@H](NCCC(C)(C)C)CC(=O)O)Cc1ccccc1,C20H30N2O5
O(c1c(cc(OC)c(c1)C)CCN)C,C11H17NO2
O(c1c(cc(OC)c(c1)C)C[C@H](N)C)C,C12H19NO2
O(c1ccc(/[N+](/[O-])=N/c2ccc(OC)cc2)cc1)C,C14H14N2O3
O=C(OCC(COC(=O)N)(CCC)C)NC(C)C,C12H24N2O4
O=C(O)CCN,C3H7NO2
O=C(N)N.OO,CH6N2O3
O=C(O)[C@H]1N(C(=O)[C@@H](N[C@H](C(=O)OCC)CCc2ccccc2)C)CCC1,C20H28N2O5
O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,C14H22N2O3
O=[N+]([O-])c1oc(/C=N/N2C(=O)NC(C2)=O)cc1,C8H6N4O5
O=C([O-])c1ccccc1.O=C(Nc1c(cccc1C)C)C[N+](Cc2ccccc2)(CC)CC,C28H34N2O3
O=[N+]([O-])c1c(cccc1)C2C(=C(NC(=C2C(=O)OC)C)C)C(=O)OC,C17H18N2O6
O=C1O[C@@H]([C@@](O)([C@H](O)[C@H](/C(=N/OCOCCOC)/[C@H](C)C[C@]([C@@H]([C@H]([C@@H]([C@H]1C)O[C@@H]2O[C@H]([C@H](O)[C@@](C2)(OC)C)C)C)O[C@@H]3O[C@@H](C[C@@H]([C@H]3O)N(C)C)C)(O)C)C)C)CC,C41H76N2O15
O=[N+]([O-])c1ccc(-c2oc(/C=N/N3C(=O)NC(C3)=O)cc2)cc1,C14H10N4O5
O=C1O[C@@H]([C@]2(OC(=O)N([C@@H]2[C@H](C(=O)[C@H](C)C[C@]([C@@H]([C@H](C([C@H]1C)=O)C)O[C@@H]3O[C@@H](C[C@@H]([C@H]3O)N(C)C)C)(OC)C)C)CCCCn4cnc(c4)-c5cnccc5)C)CC,C43H65N5O10
O=C1C=C2[C@]([C@@H]3[C@H]([C@H]4[C@]([C@](O)(C)CC4)(C)CC3)CC2)(C)CC1,C20H30O2
O=C(O)C(CCCOc1c(ccc(c1)C)C)(C)C,C15H22O3
O=C1O[C@@H]2O[C@@]3(OO[C@@]24[C@H]([C@H](C)CC[C@H]4[C@H]1C)CC3)C,C15H22O5
O=C1c2c(cc(OC)c(c2)OC)CC1CC3CCN(Cc4ccccc4)CC3,C24H29NO3
N#Cc1ccccc1,C7H5N
O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@]([C@@H](O)CC4)(C)CC3)CC2)CC1,C18H26O2
O=C1OC(C(C(O)C(C=CC=CCCC=CC=CC=CC=CC(CC2OC(CC(C(CCC(CC(CC(C1)O)O)O)O)O)(O)CC(O)C2C(=O)O)OC3OC(C(O)C(C3O)N)C)C)C)C,C47H75NO17
O=C1O[C@@H]([C@@H]([C@H](O)[C@H](C=CC=CC=CC=CC=CC=CC=C[C@H](C[C@@H]2O[C@@](C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](C1)O)O)O)O)O)(O)C[C@H](O)[C@H]2C(=O)O)O[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)N)C)C)C)C,C47H73NO17
[OH],HO
O=C(OC(C[N+](C)(C)C)C)N,C7H17N2O2
O=C(Oc1cc([N+](C)(C)C)ccc1)N(C)C,C12H19N2O2
O=C(Oc1cc2c(N(C)[C@@H]3[C@]2(CCN3C)C)cc1)NC,C15H21N3O2
O=C(O[C@H]1[C@H](O)CN[C@H]1Cc2ccc(OC)cc2)C,C14H19NO4
O=C(Oc1c[n+](ccc1)C)N(C)C,C9H13N2O2
n1c2c(c(N)c3c1CCCC3)cccc2,C13H14N2
O=C(OCCN(CC)CC)C1(C2CCCCC2)CCCCC1,C19H35NO2
O=c1c2c(oc(c1C)-c3ccccc3)c(C(=O)OCCN4CCCCC4)ccc2,C24H25NO4
C(CCCC)CCCC,C9H20
O=C(O)[C@H]1N(C(=O)[C@@H](N[C@H](C(=O)O)CCc2ccccc2)C)CCC1,C18H24N2O5
O(CC)CC,C4H10O
O=C1N([C@H](c2cnccc2)CC1)C,C10H12N2O
O=C1N(N(c2ccccc2)C(C1CCCC)=O)c3ccccc3,C19H20N2O2
O=C(O)[C@H]1OC(O[C@H]2[C@H](O[C@H](O)[C@@H]([C@H]2O)O)C(=O)O)[C@H](O)[C@H]([C@H]1OC3O[C@H](C(=O)O)[C@H](O)[C@@H]([C@H]3O)O)O,C18H26O19
O=c1nc[nH]c2c1ncn2[C@@H]3O[C@H](CO)CC3,C10H12N4O3
O=c1nc(N)ccn1[C@@H]2O[C@H](CO)CC2,C9H13N3O3
O=c1n(cc(C)c([nH]1)=O)[C@@H]2O[C@H](CO)C=C2,C10H12N2O4
OC[C@@H]1C=C[C@@H](C1)n2c3nc(nc(c3nc2)NC4CC4)N,C14H18N6O
C(#C)C,C3H4
O=C1OCC(=C1)[C@@H]2[C@@]3([C@@](O)([C@H]4[C@@H]([C@@]5([C@@](O)(C[C@@H](O[C@@H]6O[C@H]([C@H](O)[C@H]([C@H]6O)O)C)C[C@H]5O)CC4)CO)[C@@H](C3)O)CC2)C,C29H44O12
O1c2c(O)ccc3c2[C@@]45[C@@H]1[C@]6(OC)[C@@H]([C@](O)(C(C)(C)C)C)C[C@@]4([C@H](N(CC7CC7)CC5)C3)CC6,C29H41NO4
O=C1N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CC2=CNC3C2C=CC=C3)C(N[C@@H](CCCCNC(C[C@@H]1NC(=O)[C@@H](NC(=O)C)CCCC)=O)C(=O)O)=O)CCCN=C(N)N)Cc4ccccc4)Cc5nc[nH]c5,C50H70N14O10
O(c1cc2c([nH]cc2CCN(C(C)C)C(C)C)cc1)C,C17H26N2O
OCCCCO,C4H10O2
O=[N+](O[C@@H]1[C@H]2OC[C@H]([C@H]2OC1)O[N+](=O)[O-])[O-],C6H8N2O8
O1C(O)[C@H](N)[C@@H](O)[C@@H](C1CO)O,C6H13NO5
O=C(N)C(CCC)CCC,C8H17NO
O[C@H]([C@H](O)CO)[C@@H](O)CO,C5H12O5
O=C(NO)N,CH4N2O2
O=C(O)CCCC/C=C\C/C=C\C/C=C\CCCCC,C18H30O2
O1C=CC=CC1,C5H6O
O1C=CCC=C1,C5H6O
O(c1cc2c([nH]cc2C[C@@H](N)C)cc1)C,C12H16N2O
C(=C)C,C3H6
C1=CC1,C3H4
O=C(OCC)CCC,C6H12O2
[nH]1c2c(cccc2)c(c1)CC(N)CC,C12H16N2
O=C(O)/C=C\C(=O)O,C4H4O4
O(c1ccc(CCOC)cc1)CC(O)CNC(C)C,C15H25NO3
O[C@@H]1CC2=CC=C3[C@H]4[C@]([C@@H]([C@@H](/C=C/[C@@H](C(C)C)C)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1,C28H44O
C12C3C1C23,C4H4
C=1C=CC1,C4H4
C1(C=C1)=C,C4H4
O1C(O)[C@H](O)[C@@H](O)[C@@H](C1)O,C5H10O5
O1[C@@H]([C@H](Oc2c(OCC)cccc2)c3ccccc3)CNCC1,C19H23NO3
O=C(OC)N[C@H](C(=O)NN(Cc1ccc(-c2ncccc2)cc1)C[C@H](O)[C@@H](NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc3ccccc3)C(C)(C)C,C38H52N6O7
O=c1c2c3c4c5c6c(c(=O)c7c5c(c8c4c1c(O)cc8C)c(cc7O)C)c(O)cc(c6c3c(O)cc2O)O,C30H16O8
O=C(OOC(=O)c1ccccc1)c2ccccc2,C14H10O4
O=[N+]([O-])c1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c(c1[N+](=O)[O-])[N+](=O)[O-],C6N6O12
O=C1N(C(=O)CC2(C1)CCCC2)CCCCN3CCN(c4ncccn4)CC3,C21H31N5O2
O(c1ccc(CC(N)C)cc1)C,C10H15NO
O=C(OC(C1=CC[C@]23C1(CN(CCO2)C)C[C@@H](O)C45C3=CC[C@@H]6C[C@](O4)(O)CC[C@]56C)C)c7c([nH]cc7C)C,C31H42N2O6
O=C(OC)c1c(O)cccc1,C8H8O3
O=C(O)C=C,C3H4O2
O=C(O)C(C)C,C4H8O2
O=C1C=C(C[C@@H]2[C@@H]1CC(=O)[C@H]3[C@]2(C[C@]45OC(C[C@@]3([C@@]5(CC[C@@]67N4C[C@@H](C[C@@H](C6)C)O7)C)C)=O)C)C,C29H39NO5
N1=C(NCC1)C2c3c(cccc3)CCC2,C13H16N2
O=C1N2C(c3c(cccc3)CC2)CN(C1)C(=O)C4CCCCC4,C19H24N2O2
O=C(c1cnccc1)C(c2cnccc2)(C)C,C14H14N2O
O=C(Nc1ccccc1)C,C8H9NO
Oc1c(ccc(c1)C(CCCCCC)(C)C)[C@H]2[C@@H](CC[C@H](C2)O)CCCO,C24H40O3
O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@H]([C@@H]1O)O,C6H12O6
O=C(O)CC[C@H]([C@@H]1[C@]2([C@@H](O)C[C@@H]3[C@@]4([C@@H](C[C@H](O)CC4)CC[C@H]3[C@@H]2CC1)C)C)C,C24H40O4
O=C(OC)[C@H](c1ccccc1)[C@@H]2NCCCC2,C14H19NO2
O=C(N)C,C2H5NO
OCc1ccccc1,C7H8O
O=C(O)CCCCCCC/C=C\C/C=C\CCCCC,C18H32O2
O=C1[C@@H]2Oc3c(O)ccc4c3[C@]25[C@](O)([C@H](N(C)CC5)C4)CC1,C17H19NO4
O=C1NCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCC(CC)C)CCN)[C@H](O)C)CCN)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(N[C@H](C(N[C@H](C(N[C@H]1[C@H](O)C)=O)CCN)=O)CCN)=O)CC(C)C)CC(C)C)CCN,C52H98N16O13
O=C(OCCCCCCCCC(=O)O)/C=C(/C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@H]([C@@H](O)C)C)[C@H]([C@H]1O)O)\C,C26H44O9
Oc1c(ccc(c1)C)C(C)C,C10H14O
Oc1c(O)ccc(c1)CC(C(Cc2cc(O)c(O)cc2)C)C,C18H22O4
O=C(O)CCC/C=C/1\O[C@H]2C[C@@H](O)[C@@H]([C@H]2C1)/C=C/[C@@H](O)CCCCC,C20H32O5
[N+](CC)(CC)(CC)CC,C8H20N
O=C1O[C@@H]([C@H]2N(CCc3c2cc4OCOc4c3)C)c5c1c6OCOc6cc5,C20H17NO6
O=C(O)[C@@H](N)Cc1cc(O)c(O)cc1,C9H11NO4
N=C(NCCCCN)N,C5H14N4
C1=CCCCC1,C6H10
OC1CCCCC1,C6H12O
O=C(O)c1oc(-c2oc3cc(N(CC(=O)O)CC(=O)O)c(cc3c2)OCCOc4c(N(CC(=O)O)CC(=O)O)ccc(c4)C)nc1,C29H27N3O14
O(c1c(OC)cccc1)CC(O)CO,C10H14O4
O=C1NC(=O)C(N1)NC(=O)N,C4H6N4O3
O=C(O)c1cc2c(cc(-c3cc(c(OC)cc3)C45CC6CC(C4)CC(C5)C6)cc2)cc1,C28H28O3
O=C(O)/C=C/c1ccccc1,C9H8O2
O=C1Nc2c(O)c3c(O)c(c4O[C@@](C(c4c3c(c2/C=N/N5CCN(C)CC5)O)=O)(OC=C[C@H](OC)[C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](C=CC=C1C)C)O)C)O)C)OC(=O)C)C)C)C,C43H58N4O12
N(CCC=C1c2c(C=Cc3c1cccc3)cccc2)(C)C,C20H21N
O=C(O)/C(=C\1/[C@H]2[C@]([C@@]3([C@H]([C@@]4([C@H]([C@@H]([C@H](O)CC4)C)CC3)C)[C@@H](C2)O)C)(C)C[C@@H]1OC(=O)C)/CCC=C(C)C,C31H48O6
O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@@H]4[C@H](C[C@H](O)CC4)CC3)CC2)CC1)C,C18H28O2
O=c1[nH]oc(c1)C(N)C(=O)O,C5H6N2O4
O=c1[nH]oc(c1)CN,C4H6N2O2
O=c1oc([C@@H]([NH3+])C(=O)[O-])c[nH]1,C5H6N2O4
O=C1N(C(=O)c2ccc(OC)cc2)CCC1,C12H13NO3
O=C1N(CC(C1)O)CC(=O)N,C6H10N2O3
O=C1N(CCC1)CC(=O)NCCN(C(C)C)C(C)C,C14H27N3O2
O=C1N(C(C(=O)N)CC)CCC1,C8H14N2O2
